data,hora,ocorrência,endereço,bairro,município,cod_tipo,descrição,cód. sub tipo,desc. sub tipo,sit. encontrada,descrição finalização,obs. finalização
23/11/2020,09:01:20,M2451231,"RUA TRINTA E NOVE CJ BRG EDUARDO GOMES, 98 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,.
23/11/2020,15:42:57,M2451288,"RUA J ROSA ELZE, 56 ",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
23/11/2020,18:12:14,M2451315,"RUA NOVA, 1 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
23/11/2020,19:38:24,M2451333,"RUA ENG TERESIO MOREL, 750 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,OCORRÊNCIA JÁ ATENDIDA,C
23/11/2020,21:06:48,M2451358,"RUA MARIA DO CARMO SILVA, 411 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,OCORRÊNCIA JÁ ATENDIDA,
23/11/2020,21:43:12,M2451370,"AV PRES TANCREDO NEVES, 107 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
23/11/2020,21:49:44,M2451372,"RUA DR JOSE AMILCA AZEVEDO, 266 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
23/11/2020,23:39:27,M2451401,"RUA MAJ JOAO TELES DE MENEZES, 703 :NUMERAL INFORMADO 0",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
24/11/2020,00:01:32,M2451407,"RUA OITENTA E SETE CJ BRG EDUARDO GOMES, 164 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
24/11/2020,01:12:27,M2451419,"RUA ELPIDIO BATISTA NERI, 429 : EST",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,RESOLVIDO NO LOCAL,
24/11/2020,06:06:14,M2451440,"RUA F LTM ROSA OESTE, 8 :NUMERAL INFORMADO 0",.LTM ROSA DO OESTE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,RESOLVIDO NO LOCAL,
24/11/2020,14:44:06,M2451499,"RUA ALFREDO PEREIRA MATOS, 103 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
25/11/2020,01:02:37,M2451624,"RUA QUATRO CJ MARIA DO CARMO ALVES III, 85 : EST",.CJ HAB DRª MARIA CARMO,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
25/11/2020,13:20:54,M2451689,"RUA ARMANDO BATALHA CJ LUIZ ALVES II, 296 :NUMERAL INFORMADO 0",.LTM CRUZ ALVES II,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
25/11/2020,18:07:30,M2451734,"RUA PRINCIPAL, 437 : EST",.NI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,0010
25/11/2020,21:01:47,M2451776,"RUA ELIZEU BATISTA VITORIA, 62 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,RESOLVIDO NO LOCAL,
25/11/2020,23:30:55,M2451814,"AV LOURIVAL BATISTA, 24 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
25/11/2020,23:42:41,M2451818,"TRV HERMILIO CARVALHO, 110 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,NADA CONSTATADO,
26/11/2020,02:42:05,M2451840,"RUA SETE CJ MARIA CARMO III, 8 :NUMERAL INFORMADO 0",.CJ HAB DRª MARIA CARMO,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
26/11/2020,13:47:21,M2451896,"AV SAO LUIZ, 233 :NUMERAL INFORMADO 349",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
26/11/2020,14:52:23,M2451901,"AV LOURIVAL BATISTA, 203 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,NADA CONSTATADO,
26/11/2020,17:31:56,M2451911,"RUA ENG TERESIO MOREL, 746 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,,
26/11/2020,17:33:03,M2451915,"RUA PRINCIPAL, 474 : EST",.A DEFINIR,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
26/11/2020,18:17:24,M2451928,"POV ARATICUM, 621 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
26/11/2020,21:43:45,M2451977,"RUA SESSENTA E OITO CJ BRG EDUARDO GOMES, 103 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
26/11/2020,21:58:05,M2451982,"PCA MIGUEL PEREIRA DA COSTA, 28 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,06:02:24,M2452030,"RUA PAULO FREIRE, 2 :NUMERAL INFORMADO 0",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,10:03:31,M2452064,"RUA A LTM MAJ MARCOLINO, 13 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,15:24:19,M2452117,"RUA NOVA, 58 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
27/11/2020,16:17:04,M2452125,"RUA NOVA, 54 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
27/11/2020,16:27:02,M2452126,"AV ARACELES RODRIGUES CORREIA, 34 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,16:50:50,M2452132,"RUA SEM DENOMINACAO, 2 :NUMERAL INFORMADO 0",.CENTRO,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,17:42:37,M2452152,"AV ARACELES RODRIGUES CORREIA, 116 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,18:21:35,M2452163,"RUA H LTM NOSSO LAR, 7 : EST",.LTM JAPUIRA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,ENDEREÇO NÃO LOCALIZADO,ENDEREÇO CONFUSO
27/11/2020,19:00:08,M2452173,"AV ARACELES RODRIGUES CORREIA, 102 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,DESISTÊNCIA DO SOLICITANTE,
27/11/2020,19:15:39,M2452179,"RUA ESTACAO, 41 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,.
27/11/2020,19:26:59,M2452182,"RUA PREF JOAO AMARANTE, 34 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,NADA CONSTATADO,
27/11/2020,19:33:09,M2452186,"AV PRES TANCREDO NEVES, 177 ",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,19:59:15,M2452198,"RUA JUSCELINO DE JESUS GAMA, 129 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,"VTR OCUPAD,A DEVIDO AO TEMPO, CANCELADA"
27/11/2020,20:18:08,M2452204,"RUA CASTRO ALVES, 55 : EST",.LTM CRUZ ALVES II,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,"VTR OCUPADA, DEVIDO AO TEMPO, CANCELADA"
27/11/2020,20:37:16,M2452220,"AV LOURIVAL BATISTA, 537 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,NADA CONSTATADO,
27/11/2020,21:15:37,M2452237,"RUA PREF JOAO AMARANTE, 70 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,22:16:01,M2452281,"POV CAUEIRA, 2 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,22:29:43,M2452286,"RUA MARIA IZABEL, 81 : EST",.LTM PARAGUAI,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
27/11/2020,22:54:30,M2452302,"LAD SAO GONCALO, 43 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
27/11/2020,23:03:22,M2452307,"POV RITA CACETE, 72 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,0010 CANCELADA DEVIDO AO TEMPO OU FALTA DE VTR
27/11/2020,23:09:23,M2452310,"AV HILDETE FALCAO BATISTA, 36 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,0010 CANCELADA DEVIDO AO TEMPO OU FALTA DE VTR
27/11/2020,23:18:02,M2452314,"RUA POMAR, 87 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,0010 CANCELADA DEVIDO AO TEMPO OU FALTA DE VTR
27/11/2020,23:24:16,M2452321,"ROD BR101, 481 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,0010 CANCELADA DEVIDO AO TEMPO OU FALTA DE VTR
27/11/2020,23:32:27,M2452326,"RUA BELO HORIZONTE, 74 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs da area oculpads
27/11/2020,23:32:57,M2452327,"RUA MANOEL OLIVIERA SANTOS, 19 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,vtrs da area oculpads
27/11/2020,23:33:53,M2452328,"RUA CEL MANOEL DOMINGOS DIAS, 85 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
27/11/2020,23:52:30,M2452338,"RUA CELSO MONTALVAO, 54 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,00:42:10,M2452365,"PCA SILVIO GARCEZ, 2 :NUMERAL INFORMADO 0",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS DA AREA OCULPADAS
28/11/2020,01:03:47,M2452371,"RUA DR JOSE AMILCA AZEVEDO, 549 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,NADA CONSTATADO,
28/11/2020,01:21:31,M2452377,"POV NOVA CONQUISTA,  :NUMERAL INFORMADO 0",.,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,01:23:21,M2452380,"TRV Q LTM MADRE PAULINA, 50 : EST",.LTM MADRE PAULINA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCULPADAS 
28/11/2020,01:28:53,M2452383,"AV GOV JOAO ALVES FILHO, 606 :NUMERAL INFORMADO 0",.PARQUE RESIDENCIAL UNIVER,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,VTRS OCULPADAS 
28/11/2020,02:43:25,M2452402,"RUA ANIZIO JOSE OLIVEIRA, 34 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,RESOLVIDO NO LOCAL,
28/11/2020,12:45:56,M2452459,"AV IRINEU NERI, 22 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,13:36:11,M2452473,"POV CAUEIRA, 114 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,13:43:00,M2452477,"RUA LENICE MARIA DA SILVA, 10 :NUMERAL INFORMADO 0",.LTM JAPUIRA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,NADA CONSTATADO,
28/11/2020,13:50:53,M2452478,"RUA VINTE E TRES CJ BRG EDUARDO GOMES, 100 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,14:10:38,M2452482,"RUA LINHA FERREA, 136 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
28/11/2020,15:35:01,M2452500,"RUA NOVENTA E OITO CJ BRG EDUARDO GOMES, 65 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
28/11/2020,15:43:40,M2452505,"RUA JAQUEIRA, 2 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,16:14:09,M2452517,"RUA ALAN N SILVA, 699 ",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,16:19:06,M2452521,"POV CAUEIRA, 45 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,SOLICITANTE NÃO INF. O SUFICIENTE,VER CAMPO OBS
28/11/2020,17:34:28,M2452549,"TRV ALAN SILVA, 59 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
28/11/2020,17:41:48,M2452554,"AV ARACELES RODRIGUES CORREIA, 2 :NUMERAL INFORMADO 0",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,RESOLVIDO NO LOCAL,
28/11/2020,18:11:23,M2452564,"RUA B CJ ARNALDO GARCEZ, 154 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,18:13:41,M2452566,"TRV ALAN SILVA, 70 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,RESOLVIDO NO LOCAL,
28/11/2020,18:31:18,M2452576,"ROD BR101, 271 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,18:31:27,M2452577,"POV CAUEIRA, 25 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,AUTOR EVADIU-SE DO LOCAL,
28/11/2020,18:32:17,M2452579,"AV IRINEU NERI, 45 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,NADA CONSTATADO,
28/11/2020,18:37:51,M2452583,"RUA QUARENTA E SETE CJ BRG EDUARDO GOMES, 58 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,RESOLVIDO NO LOCAL,
28/11/2020,18:45:22,M2452592,"RUA DR ANTONIO MODESTO FILHO, 18 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,NADA CONSTATADO,
28/11/2020,18:55:57,M2452597,"RUA ELPIDIO BATISTA NERI, 747 : EST",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR NO MOMENTO 
28/11/2020,19:01:44,M2452604,"RUA PREF JOAO AMARANTE, 57 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,NADA CONSTATADO,
28/11/2020,19:04:26,M2452605,"TRV PERICLES MUNIZ, 123 : EST",.LTM ROSA MARIA,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.5,EM VIA PUBLICA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR NO MOMENTO
28/11/2020,19:05:32,M2452606,"RUA OITENTA CJ BRG EDUARDO GOMES, 96 : EST",.CJ BRG EDUARDO GOMES,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR NO MOMENTO
28/11/2020,19:14:37,M2452613,"RUA C LOT ROSA DO OESTE, 71 : EST",.LTM ROSA DO OESTE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR NO MOMENTO
28/11/2020,19:25:59,M2452620,"POV SAPE, 66 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,NADA CONSTATADO,
28/11/2020,19:26:44,M2452621,"POV CAUEIRA, 68 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,19:29:44,M2452624,"RUA FRANCISCO SOBRAL GARCEZ, 46 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,NADA CONSTATADO 
28/11/2020,19:46:30,M2452639,"RUA CEMITERIO, 1 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR NO MOMENTO 
28/11/2020,20:16:13,M2452656,"PCA SILVIO GARCEZ, 34 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,20:32:20,M2452675,"RUA PREF JOAO AMARANTE, 100 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,21:14:23,M2452715,"RUA PRINCIPAL, 583 : EST",.A DEFINIR,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,FALTA DE VIATURA DISPONIVEL NA AREA E ESPECIALIZADAS,SEM VTR DISPONIVEL NO MOMENTO DEVIDO A GRANDE DEMANDA.
28/11/2020,21:15:50,M2452716,"EST RITA CACETE, 1253 : EST",.A DEFINIR,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.2,EM VEICULO,,DESISTÊNCIA DO SOLICITANTE,
28/11/2020,21:16:37,M2452717,"POV CAUEIRA, 1 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.3,EM ESTABELECIMENTO COMERCIAL,,NADA CONSTATADO,
28/11/2020,21:31:28,M2452740,"RUA ELPIDIO BATISTA NERI, 719 : EST",.CJ ROSA ELZE,.SAO CRISTOVAO,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
28/11/2020,21:53:58,M2452764,"RUA QUINZE DE NOVEMBRO, 48 : EST",.NI,.ITAPORANGA DAJUDA,E08420,PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS,E08420.1,EM RESIDENCIA,,NADA CONSTATADO,
